date,estimated_available,rate_subtracting_remote,rate_without_remote_subtraction
2016-04-20,2334.0,0.36375321336760924,0.36375321336760924
2016-04-21,2313.0,0.40639861651534803,0.40639861651534803
2016-04-22,2218.0,0.3146979260595131,0.3146979260595131
2016-04-25,2346.0,0.5230179028132992,0.5230179028132992
2016-04-26,2365.0,0.3361522198731501,0.3361522198731501
2016-04-27,2338.0,0.43969204448246363,0.43969204448246363
2016-04-28,2318.0,0.34987057808455563,0.34987057808455563
2016-04-29,2222.0,0.2934293429342934,0.2934293429342934
2016-05-02,2341.0,0.5305425032037591,0.5305425032037591
2016-05-03,2319.0,0.4156964208710651,0.4156964208710651
2016-05-04,2241.0,0.32262382864792505,0.32262382864792505
2016-05-09,2301.0,0.5284658843980878,0.5284658843980878
2016-05-10,2330.0,0.43261802575107294,0.43261802575107294
2016-05-11,2309.0,0.39627544391511477,0.39627544391511477
2016-05-12,2290.0,0.32882096069868993,0.32882096069868993
2016-05-13,2182.0,0.34876260311640694,0.34876260311640694
2016-05-16,2320.0,0.5086206896551724,0.5086206896551724
2016-05-17,2340.0,0.3841880341880342,0.3841880341880342
2016-05-18,2307.0,0.37104464672735155,0.37104464672735155
2016-05-19,2304.0,0.3897569444444444,0.3897569444444444
2016-05-20,2179.0,0.2996787517209729,0.2996787517209729
2016-05-23,2344.0,0.4948805460750853,0.4948805460750853
2016-05-24,2327.0,0.47571981091534166,0.47571981091534166
2016-05-25,2305.0,0.406941431670282,0.406941431670282
2016-05-26,2286.0,0.3425196850393701,0.3425196850393701
2016-05-27,2181.0,0.30261348005502064,0.30261348005502064
2016-05-30,2347.0,0.5244993608862377,0.5244993608862377
2016-05-31,2335.0,0.3944325481798715,0.3944325481798715
2016-06-01,2317.0,0.395338800172637,0.395338800172637
2016-06-02,2298.0,0.3698868581375109,0.3698868581375109
2016-06-03,2178.0,0.3310376492194674,0.3310376492194674
2016-06-07,2330.0,0.5339055793991416,0.5339055793991416
2016-06-08,2339.0,0.3980333475844378,0.3980333475844378
2016-06-09,2316.0,0.3579447322970639,0.3579447322970639
2016-06-10,2216.0,0.3145306859205776,0.3145306859205776
2016-06-13,2330.0,0.5334763948497854,0.5334763948497854
2016-06-14,2340.0,0.41581196581196583,0.41581196581196583
2016-06-15,2317.0,0.4246870953819594,0.4246870953819594
2016-06-16,2301.0,0.3476749239461104,0.3476749239461104
2016-06-17,2181.0,0.3182026593305823,0.3182026593305823
2016-06-20,2279.0,0.5028521281263713,0.5028521281263713
2016-06-21,2340.0,0.46623931623931625,0.46623931623931625
2016-06-22,2332.0,0.43825042881646653,0.43825042881646653
2016-06-23,2313.0,0.3791612624297449,0.3791612624297449
2016-06-24,2184.0,0.3685897435897436,0.3685897435897436
2016-06-27,2314.0,0.49351771823681934,0.49351771823681934
2016-06-28,2321.0,0.3950883239982766,0.3950883239982766
2016-06-29,2322.0,0.35314384151593453,0.35314384151593453
2016-06-30,2314.0,0.3828867761452031,0.3828867761452031
2016-07-01,2283.0,0.38501971090670173,0.38501971090670173
2016-07-04,2365.0,0.5463002114164904,0.5463002114164904
2016-07-05,2362.0,0.40304826418289585,0.40304826418289585
2016-07-06,2363.0,0.39737621667371986,0.39737621667371986
2016-07-07,2341.0,0.36608287056813327,0.36608287056813327
2016-07-08,2228.0,0.387342908438061,0.387342908438061
2016-07-11,2312.0,0.48226643598615915,0.48226643598615915
2016-07-12,2348.0,0.391396933560477,0.391396933560477
2016-07-13,2323.0,0.3727938011192424,0.3727938011192424
2016-07-14,2307.0,0.3385348938014738,0.3385348938014738
2016-07-15,2193.0,0.3953488372093023,0.3953488372093023
2016-07-18,2309.0,0.5015158077089649,0.5015158077089649
2016-07-19,2299.0,0.3862548934319269,0.3862548934319269
2016-07-20,2281.0,0.3700131521262604,0.3700131521262604
2016-07-21,2273.0,0.3224813022437307,0.3224813022437307
2016-07-22,2120.0,0.3117924528301887,0.3117924528301887
2016-07-25,2186.0,0.4967978042086002,0.4967978042086002
2016-07-26,2198.0,0.42174704276615105,0.42174704276615105
2016-07-27,2152.0,0.4052044609665427,0.4052044609665427
2016-07-28,2099.0,0.3887565507384469,0.3887565507384469
2016-07-29,1950.0,0.3441025641025641,0.3441025641025641
2016-08-01,2023.0,0.5215027187345527,0.5215027187345527
2016-08-02,2017.0,0.4110064452156668,0.4110064452156668
2016-08-03,1976.0,0.4058704453441296,0.4058704453441296
2016-08-04,1977.0,0.33940313606474454,0.33940313606474454
2016-08-05,1894.0,0.3384371700105597,0.3384371700105597
2016-08-08,2043.0,0.5080763582966226,0.5080763582966226
2016-08-09,2070.0,0.4222222222222222,0.4222222222222222
2016-08-10,2045.0,0.4117359413202934,0.4117359413202934
2016-08-11,2029.0,0.41646131099063577,0.41646131099063577
2016-08-12,1842.0,0.38436482084690554,0.38436482084690554
2016-08-16,2115.0,0.4836879432624113,0.4836879432624113
2016-08-17,2142.0,0.43137254901960786,0.43137254901960786
2016-08-18,2155.0,0.43758700696055686,0.43758700696055686
2016-08-19,2062.0,0.36566440349175555,0.36566440349175555
2016-08-22,2370.0,0.5341772151898734,0.5341772151898734
2016-08-23,2347.0,0.4878568385172561,0.4878568385172561
2016-08-24,2322.0,0.4052540913006029,0.4052540913006029
2016-08-25,2280.0,0.3881578947368421,0.3881578947368421
2016-08-26,2181.0,0.37276478679504815,0.37276478679504815
2016-08-29,2310.0,0.5445887445887446,0.5445887445887446
2016-08-30,2306.0,0.3907198612315698,0.3907198612315698
2016-08-31,2310.0,0.3961038961038961,0.3961038961038961
2016-09-01,2420.0,0.39380165289256197,0.39380165289256197
2016-09-02,2313.0,0.359706009511457,0.359706009511457
2016-09-05,2444.0,0.4762684124386252,0.4762684124386252
2016-09-06,2457.0,0.3190883190883191,0.3190883190883191
2016-09-07,2463.0,0.3759642712139667,0.3759642712139667
2016-09-08,2445.0,0.3100204498977505,0.3100204498977505
2016-09-09,2344.0,0.2909556313993174,0.2909556313993174
2016-09-12,2265.0,0.40794701986754967,0.40794701986754967
2016-09-13,2150.0,0.3813953488372093,0.3813953488372093
2016-09-19,2422.0,0.5247729149463254,0.5247729149463254
2016-09-20,2473.0,0.4201374848362313,0.4201374848362313
2016-09-21,2465.0,0.4332657200811359,0.4332657200811359
2016-09-22,2379.0,0.3745271122320303,0.3745271122320303
2016-09-23,2326.0,0.30782459157351677,0.30782459157351677
2016-09-26,2475.0,0.47878787878787876,0.47878787878787876
2016-09-27,2480.0,0.4165322580645161,0.4165322580645161
2016-09-28,2494.0,0.45228548516439454,0.45228548516439454
2016-09-29,2389.0,0.4370029300962746,0.4370029300962746
2016-09-30,2355.0,0.3579617834394904,0.3579617834394904
2016-10-04,2372.0,0.5320404721753794,0.5320404721753794
2016-10-05,2401.0,0.5564348188254894,0.5564348188254894
2016-10-06,2369.0,0.5048543689320388,0.5048543689320388
2016-10-07,2274.0,0.370712401055409,0.370712401055409
2016-10-10,2350.0,0.502127659574468,0.502127659574468
2016-10-11,2345.0,0.432409381663113,0.432409381663113
2016-10-12,2355.0,0.40382165605095544,0.40382165605095544
2016-10-13,2342.0,0.4487617421007686,0.4487617421007686
2016-10-14,2261.0,0.39716939407341884,0.39716939407341884
2016-10-17,2322.0,0.5150732127476314,0.5150732127476314
2016-10-18,2355.0,0.4220806794055202,0.4220806794055202
2016-10-19,2331.0,0.40025740025740025,0.40025740025740025
2016-10-20,2296.0,0.34277003484320556,0.34277003484320556
2016-10-21,2162.0,0.3515263644773358,0.3515263644773358
2016-10-24,2327.0,0.5032230339492909,0.5032230339492909
2016-10-25,2338.0,0.43969204448246363,0.43969204448246363
2016-10-26,2323.0,0.36762806715454155,0.36762806715454155
2016-10-27,2304.0,0.3502604166666667,0.3502604166666667
2016-10-28,2201.0,0.33212176283507494,0.33212176283507494
2016-10-31,2313.0,0.5291828793774319,0.5291828793774319
2016-11-01,2407.0,0.4515995014540922,0.4515995014540922
2016-11-02,2385.0,0.42180293501048216,0.42180293501048216
2016-11-03,2334.0,0.37017994858611825,0.37017994858611825
2016-11-04,2245.0,0.3576837416481069,0.3576837416481069
2016-11-07,2334.0,0.4952870608397601,0.4952870608397601
2016-11-08,2379.0,0.4144598570828079,0.4144598570828079
2016-11-09,2364.0,0.38917089678510997,0.38917089678510997
2016-11-10,2349.0,0.3384418901660281,0.3384418901660281
2016-11-11,2230.0,0.29237668161434976,0.29237668161434976
2016-11-14,2370.0,0.5316455696202531,0.5316455696202531
2016-11-15,2350.0,0.38893617021276594,0.38893617021276594
2016-11-16,2379.0,0.37326607818411095,0.37326607818411095
2016-11-17,2292.0,0.38481675392670156,0.38481675392670156
2016-11-18,2183.0,0.3344021988089785,0.3344021988089785
2016-11-21,2393.0,0.5160885917258671,0.5160885917258671
2016-11-22,2406.0,0.43474646716541976,0.43474646716541976
2016-11-23,2386.0,0.37342833193629504,0.37342833193629504
2016-11-24,2366.0,0.36770921386306,0.36770921386306
2016-11-25,2210.0,0.3257918552036199,0.3257918552036199
2016-11-28,2356.0,0.5288624787775892,0.5288624787775892
2016-11-29,2387.0,0.3770423125261835,0.3770423125261835
2016-11-30,2414.0,0.45940347970173984,0.45940347970173984
2016-12-01,2378.0,0.4020185029436501,0.4020185029436501
2016-12-02,2250.0,0.34044444444444444,0.34044444444444444
2016-12-05,2397.0,0.46307884856070086,0.46307884856070086
2016-12-06,2414.0,0.3852526926263463,0.3852526926263463
2016-12-07,2404.0,0.3722961730449251,0.3722961730449251
2016-12-08,2367.0,0.3324883819180397,0.3324883819180397
2016-12-09,2225.0,0.2791011235955056,0.2791011235955056
2016-12-12,2410.0,0.44356846473029043,0.44356846473029043
2016-12-13,2414.0,0.31897265948632975,0.31897265948632975
2016-12-14,2376.0,0.38047138047138046,0.38047138047138046
2016-12-15,2373.0,0.3581963758954909,0.3581963758954909
2016-12-16,2276.0,0.3071177504393673,0.3071177504393673
2016-12-19,2384.0,0.5096476510067114,0.5096476510067114
2016-12-20,2378.0,0.3322119428090833,0.3322119428090833
2016-12-21,2403.0,0.38660008322929673,0.38660008322929673
2016-12-22,2345.0,0.22345415778251598,0.22345415778251598
2016-12-23,2119.0,0.26427560169891456,0.26427560169891456
2016-12-26,2305.0,0.5171366594360087,0.5171366594360087
2016-12-27,2342.0,0.3514090520922289,0.3514090520922289
2016-12-28,2314.0,0.33146067415730335,0.33146067415730335
2016-12-29,2262.0,0.31432360742705573,0.31432360742705573
2016-12-30,2049.0,0.3211322596388482,0.3211322596388482
2017-01-02,2499.0,0.5094037615046019,0.5094037615046019
2017-01-03,2478.0,0.42009685230024213,0.42009685230024213
2017-01-04,2460.0,0.3857723577235772,0.3857723577235772
2017-01-05,2411.0,0.41476565740356697,0.41476565740356697
2017-01-06,2284.0,0.36339754816112085,0.36339754816112085
2017-01-09,2410.0,0.5485477178423237,0.5485477178423237
2017-01-10,2428.0,0.48846787479406917,0.48846787479406917
2017-01-11,2417.0,0.4298717418287133,0.4298717418287133
2017-01-12,2374.0,0.4111204717775906,0.4111204717775906
2017-01-13,2259.0,0.35015493581230633,0.35015493581230633
2017-01-16,2378.0,0.5353238015138773,0.5353238015138773
2017-01-17,2407.0,0.4299958454507686,0.4299958454507686
2017-01-18,2398.0,0.35988323603002503,0.35988323603002503
2017-01-19,2368.0,0.3657094594594595,0.3657094594594595
2017-01-20,2223.0,0.31893837156995053,0.31893837156995053
2017-01-23,2387.0,0.48261416003351487,0.48261416003351487
2017-01-24,2416.0,0.4031456953642384,0.4031456953642384
2017-01-25,2415.0,0.2981366459627329,0.2981366459627329
2017-01-26,2211.0,0.3817277250113071,0.3817277250113071
2017-01-31,2462.0,0.503655564581641,0.503655564581641
2017-02-01,2392.0,0.5267558528428093,0.5267558528428093
2017-02-02,2370.0,0.4240506329113924,0.4240506329113924
2017-02-03,2275.0,0.37538461538461537,0.37538461538461537
2017-02-06,2381.0,0.5539689206215875,0.5539689206215875
2017-02-07,2385.0,0.46708595387840673,0.46708595387840673
2017-02-08,2374.0,0.44987363100252736,0.44987363100252736
2017-02-09,2340.0,0.40726495726495726,0.40726495726495726
2017-02-10,2199.0,0.36243747157799,0.36243747157799
2017-02-13,2375.0,0.5743157894736842,0.5743157894736842
2017-02-14,2356.0,0.42317487266553483,0.42317487266553483
2017-02-15,2348.0,0.4450596252129472,0.4450596252129472
2017-02-16,2336.0,0.4143835616438356,0.4143835616438356
2017-02-17,2219.0,0.33934204596665163,0.33934204596665163
2017-02-20,2329.0,0.5221124946328897,0.5221124946328897
2017-02-21,2343.0,0.42851045667947074,0.42851045667947074
2017-02-22,2305.0,0.46203904555314534,0.46203904555314534
2017-02-23,2285.0,0.4013129102844639,0.4013129102844639
2017-02-24,2167.0,0.32210429164743887,0.32210429164743887
2017-02-27,2317.0,0.49244712990936557,0.49244712990936557
2017-02-28,2273.0,0.42058952925648924,0.42058952925648924
2017-03-02,2222.0,0.4756975697569757,0.4756975697569757
2017-03-03,2197.0,0.42148384160218477,0.42148384160218477
2017-03-06,2363.0,0.554803216250529,0.554803216250529
2017-03-07,2372.0,0.4190556492411467,0.4190556492411467
2017-03-08,2348.0,0.3743611584327087,0.3743611584327087
2017-03-09,2318.0,0.4115616911130285,0.4115616911130285
2017-03-10,2191.0,0.3030579643998174,0.3030579643998174
2017-03-13,2334.0,0.5548414738646101,0.5548414738646101
2017-03-14,2351.0,0.41344108889834114,0.41344108889834114
2017-03-15,2353.0,0.40841478963025923,0.40841478963025923
2017-03-16,2321.0,0.4097371822490306,0.4097371822490306
2017-03-17,2199.0,0.2842201000454752,0.2842201000454752
2017-03-20,2334.0,0.5689802913453299,0.5689802913453299
2017-03-21,2350.0,0.4,0.4
2017-03-22,2339.0,0.407439076528431,0.407439076528431
2017-03-23,2320.0,0.39267241379310347,0.39267241379310347
2017-03-24,2167.0,0.297185048454084,0.297185048454084
2017-03-27,2280.0,0.4885964912280702,0.4885964912280702
2017-03-28,2335.0,0.41541755888650966,0.41541755888650966
2017-03-29,2348.0,0.41141396933560476,0.41141396933560476
2017-03-30,2282.0,0.3514460999123576,0.3514460999123576
2017-03-31,2184.0,0.2925824175824176,0.2925824175824176
2017-04-03,2347.0,0.536003408606732,0.536003408606732
2017-04-04,2360.0,0.34279661016949153,0.34279661016949153
2017-04-05,2312.0,0.458477508650519,0.458477508650519
2017-04-06,2290.0,0.39170305676855893,0.39170305676855893
2017-04-07,2184.0,0.27564102564102566,0.27564102564102566
2017-04-10,2316.0,0.5259067357512953,0.5259067357512953
2017-04-11,2348.0,0.4233390119250426,0.4233390119250426
2017-04-12,2344.0,0.38097269624573377,0.38097269624573377
2017-04-13,2295.0,0.3416122004357299,0.3416122004357299
2017-04-14,2206.0,0.24524025385312784,0.24524025385312784
2017-04-17,2324.0,0.5322719449225474,0.5322719449225474
2017-04-18,2325.0,0.3608602150537634,0.3608602150537634
2017-04-19,2334.0,0.3731790916880891,0.3731790916880891
2017-04-20,2294.0,0.3108108108108108,0.3108108108108108
2017-04-21,2182.0,0.2506874427131072,0.2506874427131072
2017-04-24,2290.0,0.48427947598253274,0.48427947598253274
2017-04-25,2269.0,0.3486117232260908,0.3486117232260908
2017-04-26,2277.0,0.36671058410188845,0.36671058410188845
2017-04-27,2254.0,0.34960070984915703,0.34960070984915703
2017-04-28,2155.0,0.2668213457076566,0.2668213457076566
2017-05-02,1581.0,0.33206831119544594,0.33206831119544594
2017-05-04,1372.0,0.2791545189504373,0.2791545189504373
2017-05-08,1792.0,0.4419642857142857,0.4419642857142857
2017-05-10,2346.0,0.5264279624893435,0.5264279624893435
2017-05-11,2316.0,0.3579447322970639,0.3579447322970639
2017-05-12,2235.0,0.3655480984340045,0.3655480984340045
2017-05-15,2350.0,0.5119148936170212,0.5119148936170212
2017-05-16,2330.0,0.38197424892703863,0.38197424892703863
2017-05-17,2323.0,0.3719328454584589,0.3719328454584589
2017-05-18,2290.0,0.3475982532751092,0.3475982532751092
2017-05-19,2186.0,0.302836230558097,0.302836230558097
2017-05-22,2334.0,0.5171379605826907,0.5171379605826907
2017-05-23,2333.0,0.3810544363480497,0.3810544363480497
2017-05-24,2311.0,0.3686715707485937,0.3686715707485937
2017-05-25,2290.0,0.36593886462882097,0.36593886462882097
2017-05-26,2171.0,0.2749884845693229,0.2749884845693229
2017-05-29,2309.0,0.5166738847986141,0.5166738847986141
2017-05-30,2324.0,0.35327022375215145,0.35327022375215145
2017-05-31,2329.0,0.39072563331902105,0.39072563331902105
2017-06-01,2317.0,0.3944756150194217,0.3944756150194217
2017-06-02,2190.0,0.31917808219178084,0.31917808219178084
2017-06-05,1865.0,0.4075067024128686,0.4075067024128686
2017-06-07,2345.0,0.48059701492537316,0.48059701492537316
2017-06-08,2311.0,0.37083513630463005,0.37083513630463005
2017-06-09,2224.0,0.3214928057553957,0.3214928057553957
2017-06-12,2352.0,0.4846938775510204,0.4846938775510204
2017-06-13,2367.0,0.38698774820447823,0.38698774820447823
2017-06-14,2340.0,0.3876068376068376,0.3876068376068376
2017-06-15,2316.0,0.32944732297063906,0.32944732297063906
2017-06-16,2179.0,0.2955484167049105,0.2955484167049105
2017-06-19,2320.0,0.4853448275862069,0.4853448275862069
2017-06-20,2329.0,0.3812795191069128,0.3812795191069128
2017-06-21,2319.0,0.42345838723587753,0.42345838723587753
2017-06-22,2306.0,0.37944492627927146,0.37944492627927146
2017-06-23,2196.0,0.2773224043715847,0.2773224043715847
2017-06-26,2299.0,0.4989125706829056,0.4989125706829056
2017-06-27,2333.0,0.41705957993999143,0.41705957993999143
2017-06-28,2331.0,0.3196053196053196,0.3196053196053196
2017-06-29,2316.0,0.35146804835924006,0.35146804835924006
2017-06-30,2164.0,0.3211645101663586,0.3211645101663586
2017-07-03,2559.0,0.48104728409534975,0.48104728409534975
2017-07-04,2542.0,0.37844217151848936,0.37844217151848936
2017-07-05,2533.0,0.3600473746545598,0.3600473746545598
2017-07-06,2499.0,0.328531412565026,0.328531412565026
2017-07-07,2405.0,0.2548856548856549,0.2548856548856549
2017-07-10,2526.0,0.42913697545526525,0.42913697545526525
2017-07-11,2545.0,0.34027504911591355,0.34027504911591355
2017-07-12,2507.0,0.36617471080973274,0.36617471080973274
2017-07-13,2483.0,0.3080950463149416,0.3080950463149416
2017-07-14,2344.0,0.261518771331058,0.261518771331058
2017-07-17,2495.0,0.46813627254509016,0.46813627254509016
2017-07-18,2502.0,0.36610711430855314,0.36610711430855314
2017-07-19,2501.0,0.3318672530987605,0.3318672530987605
2017-07-20,2471.0,0.3035208417644678,0.3035208417644678
2017-07-21,2332.0,0.27787307032590053,0.27787307032590053
2017-07-24,2391.0,0.46800501882057716,0.46800501882057716
2017-07-25,2382.0,0.34718723761544923,0.34718723761544923
2017-07-26,2339.0,0.34074390765284307,0.34074390765284307
2017-07-27,2265.0,0.35496688741721855,0.35496688741721855
2017-07-28,2156.0,0.2323747680890538,0.2323747680890538
2017-07-31,2159.0,0.43770264011116256,0.43770264011116256
2017-08-01,1998.0,0.37287287287287285,0.37287287287287285
2017-08-02,2003.0,0.39890164752870694,0.39890164752870694
2017-08-03,1987.0,0.3905385002516356,0.3905385002516356
2017-08-04,1863.0,0.35856146001073536,0.35856146001073536
2017-08-07,2049.0,0.5261102977061981,0.5261102977061981
2017-08-08,2024.0,0.4160079051383399,0.4160079051383399
2017-08-09,2007.0,0.471350274040857,0.471350274040857
2017-08-10,1979.0,0.39262253663466395,0.39262253663466395
2017-08-11,1839.0,0.3860793909733551,0.3860793909733551
2017-08-14,1651.0,0.41913991520290733,0.41913991520290733
2017-08-16,2062.0,0.47187196896217265,0.47187196896217265
2017-08-17,2067.0,0.39816158684083214,0.39816158684083214
2017-08-18,1977.0,0.3697521497218007,0.3697521497218007
2017-08-21,2402.0,0.5129059117402165,0.5129059117402165
2017-08-22,2358.0,0.44656488549618323,0.44656488549618323
2017-08-23,2358.0,0.40415606446140795,0.40415606446140795
2017-08-24,2308.0,0.3652512998266898,0.3652512998266898
2017-08-25,2171.0,0.27360663288807,0.27360663288807
2017-08-28,2251.0,0.5290981785872946,0.5290981785872946
2017-08-29,2264.0,0.3873674911660777,0.3873674911660777
2017-08-30,2259.0,0.3975210270030987,0.3975210270030987
2017-08-31,2254.0,0.3779946761313221,0.3779946761313221
2017-09-01,2162.0,0.3066604995374653,0.3066604995374653
2017-09-04,2286.0,0.510936132983377,0.510936132983377
2017-09-05,2303.0,0.4012158054711246,0.4012158054711246
2017-09-06,2298.0,0.4012184508268059,0.4012184508268059
2017-09-07,2285.0,0.40525164113785556,0.40525164113785556
2017-09-08,2182.0,0.30339138405132904,0.30339138405132904
2017-09-11,2338.0,0.5774165953806673,0.5774165953806673
2017-09-12,2328.0,0.4265463917525773,0.4265463917525773
2017-09-13,2332.0,0.40523156089193824,0.40523156089193824
2017-09-14,2283.0,0.37669732807709155,0.37669732807709155
2017-09-15,2154.0,0.27948003714020425,0.27948003714020425
2017-09-18,2329.0,0.5212537569772434,0.5212537569772434
2017-09-19,2347.0,0.4081806561567959,0.4081806561567959
2017-09-20,2301.0,0.3867883528900478,0.3867883528900478
2017-09-21,2292.0,0.35776614310645727,0.35776614310645727
2017-09-22,2177.0,0.33762057877813506,0.33762057877813506
2017-09-25,2287.0,0.4805421950153039,0.4805421950153039
2017-09-26,2300.0,0.39217391304347826,0.39217391304347826
2017-09-27,2307.0,0.4434330299089727,0.4434330299089727
2017-09-28,2277.0,0.25867369345630215,0.25867369345630215
2017-09-29,2180.0,0.3486238532110092,0.3486238532110092
2017-10-10,2331.0,0.5426855426855427,0.5426855426855427
2017-10-11,2335.0,0.4749464668094218,0.4749464668094218
2017-10-12,2330.0,0.4244635193133047,0.4244635193133047
2017-10-13,2314.0,0.43863439930855663,0.43863439930855663
2017-10-16,2330.0,0.5034334763948498,0.5034334763948498
2017-10-17,2331.0,0.3637923637923638,0.3637923637923638
2017-10-18,2330.0,0.34935622317596565,0.34935622317596565
2017-10-19,2296.0,0.39242160278745647,0.39242160278745647
2017-10-20,2154.0,0.24744661095636025,0.24744661095636025
2017-10-23,2279.0,0.48924967090829313,0.48924967090829313
2017-10-24,2322.0,0.44659776055124895,0.44659776055124895
2017-10-25,2281.0,0.34458570802279703,0.34458570802279703
2017-10-26,2242.0,0.36752899197145406,0.36752899197145406
2017-10-27,2126.0,0.2666980244590781,0.2666980244590781
2017-10-30,2271.0,0.5063848524878908,0.5063848524878908
2017-10-31,2292.0,0.4166666666666667,0.4166666666666667
2017-11-01,2302.0,0.3540399652476108,0.3540399652476108
2017-11-02,2287.0,0.3734149540883253,0.3734149540883253
2017-11-03,2167.0,0.297185048454084,0.297185048454084
2017-11-06,2307.0,0.505851755526658,0.505851755526658
2017-11-07,2301.0,0.4098218166014776,0.4098218166014776
2017-11-08,2308.0,0.3379549393414211,0.3379549393414211
2017-11-09,2267.0,0.35156594618438464,0.35156594618438464
2017-11-10,2168.0,0.29059040590405905,0.29059040590405905
2017-11-13,2297.0,0.4427514148889856,0.4427514148889856
2017-11-14,2297.0,0.40226382237701347,0.40226382237701347
2017-11-15,2281.0,0.39237176676896096,0.39237176676896096
2017-11-16,2232.0,0.32974910394265233,0.32974910394265233
2017-11-17,2120.0,0.3018867924528302,0.3018867924528302
2017-11-20,2300.0,0.48478260869565215,0.48478260869565215
2017-11-21,2311.0,0.4128083080917352,0.4128083080917352
2017-11-22,2303.0,0.35475466782457665,0.35475466782457665
2017-11-23,2234.0,0.3393017009847807,0.3393017009847807
2017-11-24,2131.0,0.2641952135147818,0.2641952135147818
2017-11-27,2250.0,0.47333333333333333,0.47333333333333333
2017-11-28,2267.0,0.4097926775474195,0.4097926775474195
2017-11-29,2305.0,0.39175704989154014,0.39175704989154014
2017-11-30,2280.0,0.3425438596491228,0.3425438596491228
2017-12-01,2154.0,0.3064066852367688,0.3064066852367688
2017-12-04,2342.0,0.48761742100768574,0.48761742100768574
2017-12-05,2380.0,0.3945378151260504,0.3945378151260504
2017-12-06,2333.0,0.36862408915559364,0.36862408915559364
2017-12-07,2297.0,0.3221593382673052,0.3221593382673052
2017-12-08,2192.0,0.31113138686131386,0.31113138686131386
2017-12-11,2353.0,0.4951126221844454,0.4951126221844454
2017-12-12,2355.0,0.3753715498938429,0.3753715498938429
2017-12-13,2352.0,0.41581632653061223,0.41581632653061223
2017-12-14,2294.0,0.3814298169136879,0.3814298169136879
2017-12-15,2169.0,0.28492392807745504,0.28492392807745504
2017-12-18,2295.0,0.5006535947712418,0.5006535947712418
2017-12-19,2287.0,0.31263664188893747,0.31263664188893747
2017-12-20,2295.0,0.35468409586056643,0.35468409586056643
2017-12-21,2276.0,0.30404217926186294,0.30404217926186294
