date,station,observed_hours,temp_mean,temp_max,temp_min,precipitation,humidity,rain
2016-03-17,192,24,8.7875,17.9,-1.0,,56.041666666666664,
2016-03-18,192,24,9.9375,12.0,7.9,,87.20833333333333,1.0
2016-03-19,192,24,11.549999999999999,18.4,6.2,,73.29166666666667,
2016-03-20,192,24,9.425,13.3,6.4,,69.375,
2016-03-21,192,24,9.633333333333333,16.0,3.6,,61.458333333333336,
2016-03-22,192,24,9.450000000000001,18.0,2.8,,63.916666666666664,
2016-03-23,192,24,10.258333333333333,16.6,3.7,,55.875,
2016-03-24,192,24,8.595833333333333,12.4,5.9,,42.625,
2016-03-25,192,24,6.929166666666666,10.1,4.1,,69.20833333333333,1.0
2016-03-26,192,24,6.645833333333333,12.8,0.2,,59.333333333333336,
2016-03-27,192,24,7.504166666666667,14.3,-0.2,,53.5,
2016-03-28,192,24,8.2875,17.2,-1.3,,49.916666666666664,
2016-03-29,192,24,9.904166666666667,15.7,1.8,,61.125,
2016-03-30,192,24,14.237500000000002,21.3,7.4,,52.5,
2016-03-31,192,24,12.016666666666667,20.5,4.8,,62.541666666666664,
2016-04-01,192,24,13.295833333333334,24.0,4.6,,58.583333333333336,
2016-04-02,192,24,12.795833333333334,19.8,5.4,,69.16666666666667,
2016-04-03,192,24,12.304166666666667,13.4,10.9,,86.08333333333333,1.0
2016-04-04,192,24,11.170833333333334,13.5,9.8,,82.83333333333333,1.0
2016-04-05,192,24,12.6625,19.2,7.4,,65.33333333333333,
2016-04-06,192,24,11.5875,20.3,5.4,,65.04166666666667,1.0
2016-04-07,192,24,12.133333333333333,17.3,8.7,,82.33333333333333,1.0
2016-04-08,192,24,14.941666666666668,22.6,9.2,,61.291666666666664,
2016-04-09,192,24,14.774999999999999,23.7,6.5,,56.458333333333336,
2016-04-10,192,24,14.137500000000001,22.6,7.3,,63.416666666666664,
2016-04-11,192,24,10.966666666666669,12.5,9.4,,68.45833333333333,
2016-04-12,192,24,11.345833333333333,18.1,4.3,,56.375,1.0
2016-04-13,192,24,13.283333333333331,15.4,10.8,,89.875,1.0
2016-04-14,192,24,17.391666666666666,25.5,12.7,,59.541666666666664,
2016-04-15,192,24,13.15,20.8,5.4,,56.791666666666664,
2016-04-16,192,24,12.370833333333332,18.4,5.5,,77.79166666666667,1.0
2016-04-17,192,24,15.820833333333333,19.0,10.7,,47.458333333333336,1.0
2016-04-18,192,24,14.166666666666666,20.1,8.7,,42.041666666666664,
2016-04-19,192,24,13.995833333333332,20.2,6.8,,45.25,
2016-04-20,192,24,13.045833333333334,20.3,5.8,,58.958333333333336,
2016-04-21,192,24,13.862500000000002,17.1,11.2,,87.0,1.0
2016-04-22,192,24,17.075,23.7,12.7,,72.08333333333333,
2016-04-23,192,24,15.483333333333334,20.3,12.0,,57.208333333333336,
2016-04-24,192,24,14.862500000000002,23.0,7.4,,54.583333333333336,
2016-04-25,192,24,15.512500000000001,26.3,7.1,,52.166666666666664,
2016-04-26,192,24,15.774999999999999,25.2,6.2,,61.0,1.0
2016-04-27,192,24,11.675000000000002,14.4,10.8,43.0,84.91666666666667,1.0
2016-04-28,192,24,13.916666666666666,19.0,10.5,,77.0,1.0
2016-04-29,192,24,15.208333333333334,19.8,11.6,,62.875,
2016-04-30,192,24,16.1125,22.3,9.3,,59.833333333333336,
2016-05-01,192,24,16.737499999999997,23.2,8.3,,58.291666666666664,
2016-05-02,192,24,17.1375,22.7,10.4,,76.58333333333333,
2016-05-03,192,24,17.0625,20.1,14.4,,68.20833333333333,1.0
2016-05-04,192,24,18.491666666666667,24.7,12.4,,29.875,
2016-05-05,192,24,15.758333333333333,23.7,6.5,,46.25,
2016-05-06,192,24,17.474999999999998,20.7,15.1,,83.25,1.0
2016-05-07,192,24,18.65833333333333,24.4,10.7,,51.333333333333336,
2016-05-08,192,24,16.587500000000002,23.1,8.4,,51.25,
2016-05-09,192,24,17.375,21.8,13.9,,55.25,
2016-05-10,192,24,14.858333333333333,17.2,12.2,,83.58333333333333,1.0
2016-05-11,192,24,15.783333333333333,21.6,12.4,,72.29166666666667,1.0
2016-05-12,192,24,17.270833333333336,23.5,11.4,,64.20833333333333,
2016-05-13,192,24,16.820833333333333,22.9,11.5,,69.875,
2016-05-14,192,24,16.775000000000002,23.8,10.0,,62.708333333333336,
2016-05-15,192,24,17.304166666666667,21.6,10.8,,79.875,1.0
2016-05-16,192,24,16.05,21.9,9.5,,59.291666666666664,1.0
2016-05-17,192,24,16.145833333333332,27.4,4.9,,54.041666666666664,
2016-05-18,192,24,19.05,30.4,8.8,,56.166666666666664,
2016-05-19,192,24,19.254166666666666,28.8,10.7,,57.583333333333336,
2016-05-20,192,24,19.270833333333332,28.0,10.2,,55.875,
2016-05-21,192,24,19.216666666666665,27.5,11.0,,53.333333333333336,
2016-05-22,192,24,19.4875,28.5,10.7,,52.125,
2016-05-23,192,24,19.42916666666667,27.3,10.4,,56.583333333333336,
2016-05-24,192,24,19.133333333333336,20.3,16.5,,84.33333333333333,1.0
2016-05-25,192,24,19.400000000000002,26.5,12.9,,67.83333333333333,
2016-05-26,192,24,20.3,27.1,13.0,,64.95833333333333,
2016-05-27,192,24,22.520833333333332,28.4,18.0,,58.208333333333336,
2016-05-28,192,24,20.958333333333332,25.9,17.0,,64.29166666666667,
2016-05-29,192,24,19.770833333333332,25.6,15.6,,74.20833333333333,1.0
2016-05-30,192,24,21.620833333333337,30.5,13.0,,58.375,
2016-05-31,192,24,21.070833333333333,29.0,12.8,,61.5,
2016-06-01,192,24,20.90833333333333,25.9,17.0,,57.333333333333336,
2016-06-02,192,24,19.091666666666665,26.4,11.5,,54.333333333333336,
2016-06-03,192,24,20.366666666666667,27.7,12.5,,55.791666666666664,
2016-06-04,192,24,17.741666666666664,22.0,15.5,,77.125,1.0
2016-06-05,192,24,21.075000000000003,26.9,15.8,,62.5,
2016-06-06,192,24,18.470833333333335,19.7,17.5,,78.04166666666667,1.0
2016-06-07,192,24,21.104166666666668,25.9,17.4,,76.875,1.0
2016-06-08,192,24,21.170833333333334,24.2,17.9,,80.125,
2016-06-09,192,24,21.895833333333332,27.1,18.8,,76.0,
2016-06-10,192,24,22.34583333333333,28.0,18.2,,72.33333333333333,
2016-06-11,192,24,22.57916666666667,27.3,18.2,,75.375,
2016-06-12,192,24,22.44583333333333,24.8,20.0,,83.91666666666667,1.0
2016-06-13,192,24,23.291666666666668,28.0,20.7,,74.66666666666667,
2016-06-14,192,24,22.920833333333334,27.0,20.6,,70.75,
2016-06-15,192,24,21.695833333333336,23.8,18.9,,78.54166666666667,
2016-06-16,192,24,24.116666666666664,27.5,18.2,,66.25,
2016-06-17,192,24,22.3125,29.8,14.7,,62.291666666666664,
2016-06-18,192,24,22.383333333333336,28.5,17.0,,69.20833333333333,1.0
2016-06-19,192,24,24.84583333333333,30.5,20.8,,70.04166666666667,1.0
2016-06-20,192,24,23.104166666666668,26.0,21.0,,82.95833333333333,1.0
2016-06-21,192,24,22.6125,25.1,21.4,,86.33333333333333,1.0
2016-06-22,192,24,21.549999999999997,22.5,20.7,,88.29166666666667,1.0
2016-06-23,192,24,23.84166666666667,29.1,20.6,,71.91666666666667,
2016-06-24,192,24,22.40416666666667,27.3,20.0,,82.75,1.0
2016-06-25,192,24,23.175,27.9,18.2,,57.541666666666664,
2016-06-26,192,24,23.491666666666664,29.8,16.5,,60.375,
2016-06-27,192,21,,,,,,1.0
2016-06-28,192,24,21.3,25.2,17.8,,72.33333333333333,
2016-06-29,192,24,21.325,24.9,18.5,,78.70833333333333,1.0
2016-06-30,192,24,23.24166666666667,27.9,19.4,,78.375,
2016-07-01,192,24,23.558333333333334,25.2,22.6,,85.58333333333333,1.0
2016-07-02,192,24,23.924999999999997,25.5,22.1,,83.91666666666667,1.0
2016-07-03,192,24,21.45416666666667,23.7,20.2,,89.83333333333333,1.0
2016-07-04,192,24,23.412499999999998,27.3,20.4,,88.54166666666667,1.0
2016-07-05,192,24,26.4875,29.3,24.6,,80.83333333333333,1.0
2016-07-06,192,24,26.59166666666667,29.6,24.0,,78.70833333333333,1.0
2016-07-07,192,24,25.908333333333335,30.7,22.9,,78.20833333333333,
2016-07-08,192,24,25.295833333333334,30.1,22.2,,75.95833333333333,
2016-07-09,192,24,25.504166666666663,31.8,20.9,,74.25,
2016-07-10,192,24,26.02916666666667,30.7,21.8,,76.33333333333333,
2016-07-11,192,24,24.420833333333334,26.7,22.9,,84.70833333333333,1.0
2016-07-12,192,24,24.287500000000005,26.7,22.7,,86.375,1.0
2016-07-13,192,24,25.650000000000002,29.6,22.1,,80.375,
2016-07-14,192,24,26.537499999999998,32.8,21.9,,69.45833333333333,
2016-07-15,192,24,25.1875,29.6,22.5,,65.375,
2016-07-16,192,24,21.933333333333326,23.5,20.6,,85.58333333333333,1.0
2016-07-17,192,24,24.475000000000005,29.5,19.0,,73.58333333333333,
2016-07-18,192,24,24.354166666666668,29.0,19.5,,72.08333333333333,
2016-07-19,192,24,24.866666666666664,29.8,21.7,,74.04166666666667,
2016-07-20,192,24,24.520833333333332,30.3,19.8,,72.20833333333333,
2016-07-21,192,24,24.400000000000002,29.1,20.4,,71.45833333333333,
2016-07-22,192,24,24.037500000000005,28.4,20.9,,75.29166666666667,
2016-07-23,192,24,25.129166666666663,30.4,20.7,,70.79166666666667,
2016-07-24,192,24,26.67083333333333,31.9,20.8,,74.70833333333333,
2016-07-25,192,24,27.78333333333333,32.2,25.6,,77.29166666666667,1.0
2016-07-26,192,24,27.974999999999998,31.9,23.4,,74.70833333333333,
2016-07-27,192,24,28.4875,32.4,25.3,,71.54166666666667,
2016-07-28,192,24,28.67916666666667,31.9,26.6,,73.625,
2016-07-29,192,24,28.787499999999998,32.5,25.0,,73.91666666666667,
2016-07-30,192,24,29.045833333333334,34.2,24.5,,70.45833333333333,
2016-07-31,192,24,28.495833333333337,35.0,24.0,,67.625,
2016-08-01,192,24,27.3625,33.7,23.3,,71.04166666666667,1.0
2016-08-02,192,24,26.03333333333333,32.6,22.9,,78.125,1.0
2016-08-03,192,24,26.125,30.7,22.5,,77.95833333333333,1.0
2016-08-04,192,24,27.145833333333332,31.0,23.2,,73.5,
2016-08-05,192,24,27.691666666666666,33.3,22.7,,69.33333333333333,
2016-08-06,192,24,28.299999999999997,34.4,23.5,,67.625,
2016-08-07,192,24,28.162500000000005,33.5,23.1,,69.375,
2016-08-08,192,24,27.945833333333336,35.7,23.5,,71.20833333333333,1.0
2016-08-09,192,24,27.358333333333334,32.9,23.6,,73.875,
2016-08-10,192,24,28.783333333333335,34.9,23.8,,68.08333333333333,
2016-08-11,192,24,30.070833333333336,36.8,24.5,,66.08333333333333,
2016-08-12,192,24,30.325,35.9,25.1,,66.66666666666667,
2016-08-13,192,24,29.975000000000005,35.9,24.8,,64.29166666666667,
2016-08-14,192,24,29.675,36.6,23.6,,64.54166666666667,
2016-08-15,192,24,27.941666666666663,33.9,25.3,,75.58333333333333,1.0
2016-08-16,192,24,27.3875,33.2,24.6,,76.20833333333333,
2016-08-17,192,24,26.920833333333334,33.9,23.9,,77.95833333333333,1.0
2016-08-18,192,24,27.170833333333334,33.1,22.5,,72.70833333333333,
2016-08-19,192,24,27.520833333333332,33.5,22.0,,69.125,
2016-08-20,192,24,28.175,34.1,24.2,,64.75,
2016-08-21,192,24,27.849999999999998,34.1,21.1,,63.458333333333336,
2016-08-22,192,24,28.183333333333334,34.8,22.4,,66.5,1.0
2016-08-23,192,24,26.929166666666664,30.5,23.9,,72.79166666666667,1.0
2016-08-24,192,24,27.166666666666668,33.9,21.2,,59.333333333333336,
2016-08-25,192,24,26.287499999999998,33.9,19.0,,67.79166666666667,
2016-08-26,192,24,22.8,28.5,18.6,,80.0,1.0
2016-08-27,192,24,22.704166666666666,27.6,18.4,,59.083333333333336,1.0
2016-08-28,192,24,18.716666666666665,21.5,17.0,,82.45833333333333,1.0
2016-08-29,192,24,21.004166666666666,27.0,15.1,,62.375,1.0
2016-08-30,192,24,21.5,25.1,15.0,,57.875,
2016-08-31,192,24,24.7375,28.6,21.1,,41.291666666666664,
2016-09-01,192,24,25.15833333333333,29.9,21.4,,62.458333333333336,1.0
2016-09-02,192,24,19.370833333333334,21.3,18.3,75.4,88.91666666666667,1.0
2016-09-03,192,24,21.575000000000003,25.5,19.2,,88.125,1.0
2016-09-04,192,24,23.5625,27.7,20.4,,86.20833333333333,1.0
2016-09-05,192,24,24.833333333333332,28.3,22.1,,82.25,1.0
2016-09-06,192,24,24.316666666666663,27.0,22.6,,82.0,
2016-09-07,192,24,23.7,27.0,20.8,,79.0,
2016-09-08,192,24,23.391666666666666,29.5,17.6,,67.66666666666667,
2016-09-09,192,24,23.09583333333333,29.1,18.5,,74.45833333333333,
2016-09-10,192,24,22.59583333333333,26.6,19.8,,80.125,1.0
2016-09-11,192,24,22.225000000000005,26.3,18.4,,79.375,1.0
2016-09-12,192,24,20.670833333333334,24.2,17.9,,84.75,1.0
2016-09-13,192,24,21.633333333333336,28.0,15.9,,74.66666666666667,
2016-09-14,192,24,22.15416666666667,27.0,17.8,,76.58333333333333,
2016-09-15,192,24,23.008333333333336,29.1,18.1,,74.91666666666667,
2016-09-16,192,24,22.212500000000002,24.0,21.0,,86.25,1.0
2016-09-17,192,24,19.329166666666666,21.2,18.4,170.60000000000002,90.08333333333333,1.0
2016-09-18,192,24,19.662499999999998,21.2,17.9,,86.04166666666667,1.0
2016-09-19,192,24,20.479166666666668,24.0,18.1,,65.08333333333333,
2016-09-20,192,24,19.316666666666666,23.8,13.5,,55.541666666666664,
2016-09-21,192,24,17.666666666666668,23.4,11.2,,69.0,
2016-09-22,192,24,19.129166666666666,23.1,16.2,,73.79166666666667,
2016-09-23,192,24,19.55,26.8,13.7,,74.79166666666667,
2016-09-24,192,24,20.645833333333332,27.6,15.4,,73.125,
2016-09-25,192,24,20.679166666666667,27.2,15.5,,75.79166666666667,
2016-09-26,192,24,21.3625,25.8,18.3,,82.16666666666667,1.0
2016-09-27,192,24,23.875,29.0,20.7,,82.375,1.0
2016-09-28,192,24,22.204166666666666,24.5,20.0,,89.29166666666667,1.0
2016-09-29,192,24,18.991666666666667,20.4,16.7,,86.66666666666667,1.0
2016-09-30,192,24,16.9375,18.3,15.9,,88.08333333333333,1.0
2016-10-01,192,24,19.02916666666667,22.1,16.3,,86.20833333333333,1.0
2016-10-02,192,24,21.258333333333336,24.5,19.1,,85.95833333333333,1.0
2016-10-03,192,24,23.65416666666667,27.4,20.3,,84.20833333333333,
2016-10-04,192,24,21.954166666666666,27.8,16.2,,73.04166666666667,1.0
2016-10-05,192,24,20.224999999999998,27.0,16.8,,79.375,1.0
2016-10-06,192,24,18.962500000000002,27.0,13.3,,69.70833333333333,
2016-10-07,192,24,18.154166666666665,22.0,14.4,,78.875,1.0
2016-10-08,192,24,17.470833333333335,19.5,14.4,,87.625,1.0
2016-10-09,192,24,14.5625,20.0,8.8,,49.708333333333336,
2016-10-10,192,24,13.958333333333334,19.9,8.7,,69.83333333333333,
2016-10-11,192,24,14.408333333333331,19.0,11.4,,77.875,
2016-10-12,192,24,15.354166666666666,22.7,9.6,,70.29166666666667,
2016-10-13,192,24,15.216666666666669,19.7,12.2,,78.83333333333333,
2016-10-14,192,24,14.854166666666666,23.6,8.4,,72.41666666666667,
2016-10-15,192,24,15.154166666666663,22.9,8.7,,75.08333333333333,
2016-10-16,192,24,14.629166666666668,16.2,12.2,,90.54166666666667,1.0
2016-10-17,192,24,18.0,24.0,14.3,,84.0,
2016-10-18,192,24,16.72083333333333,21.8,12.4,,79.45833333333333,
2016-10-19,192,24,16.658333333333335,23.2,11.8,,79.16666666666667,
2016-10-20,192,24,15.879166666666665,21.9,10.2,,78.79166666666667,
2016-10-21,192,24,16.533333333333335,18.4,14.8,,71.16666666666667,
2016-10-22,192,24,16.483333333333334,20.6,13.4,,71.95833333333333,
2016-10-23,192,24,15.845833333333337,17.5,13.6,,66.04166666666667,
2016-10-24,192,24,14.770833333333334,19.8,11.6,,62.375,
2016-10-25,192,24,15.004166666666665,20.7,11.6,,81.70833333333333,1.0
2016-10-26,192,24,13.933333333333332,19.9,8.6,,76.91666666666667,
2016-10-27,192,24,13.791666666666666,18.7,7.4,,72.25,
2016-10-28,192,24,14.1625,15.3,12.4,,81.04166666666667,1.0
2016-10-29,192,24,13.200000000000001,15.9,9.1,,66.95833333333333,
2016-10-30,192,24,9.166666666666666,15.9,4.2,,64.91666666666667,
2016-10-31,192,24,7.675,10.3,3.8,,81.0,1.0
2016-11-01,192,24,6.729166666666667,12.2,0.7,,51.041666666666664,
2016-11-02,192,24,5.375,14.0,-1.6,,55.125,
2016-11-03,192,24,7.441666666666667,15.9,1.0,,72.375,
2016-11-04,192,24,9.170833333333333,17.3,1.4,,69.83333333333333,
2016-11-05,192,24,10.829166666666666,20.5,3.7,,76.75,
2016-11-06,192,24,11.2875,16.0,5.7,,76.04166666666667,
2016-11-07,192,24,12.091666666666667,17.6,6.2,,72.79166666666667,
2016-11-08,192,24,11.774999999999999,15.5,6.6,,55.708333333333336,
2016-11-09,192,24,6.033333333333334,12.3,0.9,,44.125,
2016-11-10,192,24,8.9625,14.7,4.2,,63.291666666666664,
2016-11-11,192,24,9.4625,16.8,4.0,,68.70833333333333,
2016-11-12,192,24,8.879166666666666,18.5,1.4,,71.91666666666667,
2016-11-13,192,24,10.887500000000001,15.5,5.6,,80.04166666666667,
2016-11-14,192,24,14.262500000000001,16.0,12.8,,90.08333333333333,1.0
2016-11-15,192,24,12.237500000000002,18.6,3.0,,59.041666666666664,
2016-11-16,192,24,6.566666666666666,16.4,-0.7,,60.916666666666664,
2016-11-17,192,24,8.987499999999999,17.3,3.0,,61.375,
2016-11-18,192,24,9.241666666666667,16.3,2.3,,80.0,1.0
2016-11-19,192,24,13.512500000000001,18.4,11.3,,88.375,1.0
2016-11-20,192,24,13.333333333333334,19.3,7.7,,80.41666666666667,
2016-11-21,192,24,10.545833333333334,15.8,6.2,,82.375,
2016-11-22,192,24,9.174999999999999,13.5,5.6,,63.75,
2016-11-23,192,24,6.633333333333333,11.4,2.4,,33.541666666666664,
2016-11-24,192,24,3.329166666666667,8.5,0.0,,31.625,
2016-11-25,192,24,3.1583333333333337,10.6,-2.7,,49.416666666666664,
2016-11-26,192,24,0.9791666666666665,4.3,-3.2,,74.83333333333333,1.0
2016-11-27,192,24,4.633333333333334,10.5,1.4,,74.875,1.0
2016-11-28,192,24,4.1875,11.3,-0.9,,60.791666666666664,
2016-11-29,192,24,3.125,12.0,-3.5,,57.083333333333336,
2016-11-30,192,24,6.454166666666666,10.4,1.5,,68.75,1.0
2016-12-01,192,24,7.675,12.9,4.5,,63.166666666666664,
2016-12-02,192,24,2.920833333333333,12.4,-3.8,,57.666666666666664,
2016-12-03,192,24,2.7125,13.1,-4.7,,62.916666666666664,
2016-12-04,192,24,3.9499999999999997,10.6,-0.8,,73.95833333333333,
2016-12-05,192,24,5.533333333333334,15.6,-0.5,,80.25,
2016-12-06,192,24,4.3500000000000005,9.8,-3.0,,39.75,
2016-12-07,192,24,0.18749999999999992,8.0,-5.5,,66.20833333333333,
2016-12-08,192,24,2.8208333333333333,10.6,-2.4,,71.75,
2016-12-09,192,24,7.224999999999999,12.0,2.7,,49.583333333333336,
2016-12-10,192,24,1.7625,11.3,-4.8,,45.791666666666664,
2016-12-11,192,24,-0.28333333333333327,8.8,-6.7,,46.375,
2016-12-12,192,24,3.0375,10.3,-3.0,,53.791666666666664,
2016-12-13,192,24,6.0,10.0,0.7,,65.16666666666667,
2016-12-14,192,24,3.483333333333334,8.9,-3.3,,46.625,
2016-12-15,192,24,-0.5916666666666668,5.3,-6.2,,50.541666666666664,
2016-12-16,192,24,-1.2708333333333333,5.4,-7.7,,34.625,
2016-12-17,192,24,-0.1791666666666666,10.5,-7.3,,60.875,
2016-12-18,192,24,1.1833333333333333,10.9,-5.5,,71.75,
2016-12-19,192,24,5.429166666666667,7.3,1.9,,84.75,1.0
2016-12-20,192,24,8.645833333333334,14.5,3.5,,82.16666666666667,1.0
2016-12-21,192,24,6.2749999999999995,9.9,1.3,,87.29166666666667,1.0
2016-12-22,192,24,11.770833333333334,18.3,6.4,,68.33333333333333,1.0
2016-12-23,192,24,4.379166666666666,6.7,2.1,,50.25,
2016-12-24,192,24,1.9166666666666667,6.8,-2.8,,54.291666666666664,
2016-12-25,192,24,2.9749999999999996,10.9,-3.7,,70.95833333333333,
2016-12-26,192,24,5.608333333333334,6.5,4.8,,85.20833333333333,1.0
2016-12-27,192,24,4.3,7.0,-0.3,,50.541666666666664,1.0
2016-12-28,192,24,-0.5791666666666667,7.8,-6.7,,52.833333333333336,
2016-12-29,192,24,-0.2624999999999999,4.9,-4.5,,49.0,
2016-12-30,192,24,-1.8541666666666667,7.1,-8.4,,49.625,
2016-12-31,192,24,0.04583333333333328,9.1,-6.8,,63.541666666666664,
2017-01-01,192,24,1.5416666666666667,10.8,-4.4,,72.25,
2017-01-02,192,24,4.4375,13.3,-1.7,,72.125,
2017-01-03,192,24,2.6374999999999997,11.7,-2.3,,70.5,
2017-01-04,192,24,1.8208333333333335,11.2,-4.2,,72.20833333333333,
2017-01-05,192,24,3.920833333333333,10.1,-2.5,,70.16666666666667,
2017-01-06,192,24,6.170833333333334,11.0,-0.2,,58.833333333333336,
2017-01-07,192,24,3.2458333333333336,9.0,-2.9,,71.83333333333333,
2017-01-08,192,24,7.154166666666666,12.6,4.5,,74.875,1.0
2017-01-09,192,24,5.2875,9.2,-1.3,,57.875,
2017-01-10,192,24,0.6499999999999999,7.5,-5.0,,56.583333333333336,
2017-01-11,192,24,0.06250000000000006,4.9,-3.0,,31.25,
2017-01-12,192,24,1.3333333333333333,8.5,-4.5,,53.75,
2017-01-13,192,24,-0.02499999999999995,5.6,-4.9,,45.833333333333336,
2017-01-14,192,24,-2.6958333333333333,0.9,-6.2,,35.958333333333336,
2017-01-15,192,24,-3.15,5.5,-11.2,,31.916666666666668,
2017-01-16,192,24,-1.8583333333333332,6.7,-9.1,,36.583333333333336,
2017-01-17,192,24,-2.1125000000000003,6.5,-8.6,,49.166666666666664,
2017-01-18,192,24,1.0958333333333334,7.7,-4.7,,49.0,
2017-01-19,192,24,-0.4166666666666667,8.4,-6.0,,58.416666666666664,
2017-01-20,192,24,-0.45,3.4,-4.6,,50.583333333333336,
2017-01-21,192,24,-2.204166666666667,3.2,-9.1,,53.833333333333336,
2017-01-22,192,24,-0.06666666666666665,2.3,-3.4,,42.083333333333336,
2017-01-23,192,24,-3.154166666666667,1.4,-8.0,,38.5,
2017-01-24,192,24,-3.5333333333333337,4.3,-10.5,,44.833333333333336,
2017-01-25,192,24,-3.2125000000000004,7.0,-10.6,,49.125,
2017-01-26,192,24,-1.5041666666666667,7.7,-10.3,,48.708333333333336,
2017-01-27,192,24,5.245833333333334,10.3,-2.0,,33.0,
2017-01-28,192,24,1.4916666666666665,10.9,-7.3,,43.541666666666664,
2017-01-29,192,24,3.358333333333333,4.7,2.2,,79.66666666666667,1.0
2017-01-30,192,24,2.170833333333333,4.8,-4.4,,51.208333333333336,1.0
2017-01-31,192,24,-1.2583333333333333,8.0,-7.8,,50.5,
2017-02-01,192,24,0.7875000000000001,7.2,-5.6,,38.458333333333336,
2017-02-02,192,24,0.2708333333333333,9.9,-9.2,,37.75,
2017-02-03,192,24,0.8791666666666668,9.9,-7.4,,46.916666666666664,
2017-02-04,192,24,5.1875,12.0,-1.5,,47.541666666666664,
2017-02-05,192,24,6.454166666666666,11.7,4.0,,69.83333333333333,1.0
2017-02-06,192,24,2.775,6.5,-3.2,,38.125,
2017-02-07,192,24,0.9833333333333334,9.0,-3.8,,50.166666666666664,
2017-02-08,192,24,2.3708333333333336,8.4,-2.8,,50.166666666666664,
2017-02-09,192,24,0.375,2.8,-3.1,,34.0,
2017-02-10,192,24,-2.3083333333333336,1.2,-6.4,,34.458333333333336,
2017-02-11,192,24,-0.9583333333333334,3.4,-5.4,,35.875,
2017-02-12,192,24,-0.75,7.8,-8.1,,49.083333333333336,
2017-02-13,192,24,1.0,9.6,-7.6,,50.75,
2017-02-14,192,24,2.408333333333333,10.6,-4.2,,48.708333333333336,
2017-02-15,192,24,2.1583333333333337,12.4,-6.3,,48.916666666666664,
2017-02-16,192,24,5.5625,15.0,-5.7,,65.5,1.0
2017-02-17,192,24,10.833333333333334,14.5,3.5,,48.666666666666664,1.0
